AccX_mean,AccX_std,AccX_min,AccX_max,AccX_range,AccX_rms,AccY_mean,AccY_std,AccY_min,AccY_max,AccY_range,AccY_rms,AccZ_mean,AccZ_std,AccZ_min,AccZ_max,AccZ_range,AccZ_rms,GyroX_mean,GyroX_std,GyroX_min,GyroX_max,GyroX_range,GyroX_rms,GyroY_mean,GyroY_std,GyroY_min,GyroY_max,GyroY_range,GyroY_rms,GyroZ_mean,GyroZ_std,GyroZ_min,GyroZ_max,GyroZ_range,GyroZ_rms,UserID,SessionID,SourceFile
-0.961750553344843,0.353300528567069,-1.44047879291867,-0.122704388633313,1.31777440428536,1.02360741701085,-0.225854972645662,0.026952039783908,-0.286075504217417,-0.204435502849371,0.0816400013680459,0.227431670590248,0.89570807340119,0.0684947601043997,0.813087388775438,1.060120305554,0.247032916778558,0.898281033443462,-0.47770942248743,0.279158860693725,-0.992485688789764,-0.0528200022183321,0.939665686571431,0.552158520430324,0.40077668244311,0.189255156530574,-0.0370181386187242,0.665017362448304,0.702035501067029,0.442562720549753,-0.184551177714973,0.155794914281674,-0.43563177631374,0.0905602196481844,0.526191995961924,0.240706684055213,U10,FD,filtered_U10NW_FD.csv
-0.659386517708965,0.362266922115088,-1.44047879291867,-0.0919469555691098,1.34853183734956,0.750940191747148,-0.141149040533227,0.0839413984050647,-0.205296703680276,0.0504502429799825,0.255746946660258,0.163876667936789,0.983107052107191,0.0727842423124829,0.813087388775438,1.06644844489315,0.253361056117716,0.985754319058616,-0.246236484705078,0.119262725525633,-0.464899677576105,-0.0452741140919248,0.419625563484181,0.273178680049506,0.601799025316722,0.21016189444553,0.318436582334854,1.10282067951037,0.784384097175512,0.636881230135936,0.133057493605592,0.215743889007748,-0.192665568173664,0.538524949033446,0.73119051720711,0.251990058488642,U10,FD,filtered_U10NW_FD.csv
-0.820375444147176,0.35044791307169,-1.2124008547563,-0.0919469555691098,1.12045389918719,0.890981897888724,-0.0218562244651909,0.0785443445165814,-0.203761699071052,0.0572989090146125,0.261060608085664,0.0809160376619094,1.09524485530712,0.0981993208207788,0.992567444799628,1.32873841355916,0.33617096875953,1.09956758123765,-0.470648652127314,0.252420121329082,-0.898800515874494,-0.0452741140919248,0.853526401782569,0.533102612364532,0.638114498223753,0.296551436600036,0.0128760338132143,1.11764939216542,1.1047733583522,0.70264815937132,0.0515519821407768,0.430072180838258,-0.979119785122247,0.541291570134868,1.52041135525712,0.429693411896191,U10,FD,filtered_U10NW_FD.csv
-1.0934247905687,0.0754829201719912,-1.21629343924814,-0.937471462756317,0.278821976491818,1.09598519421784,-0.0785032960086141,0.141506601161341,-0.39064090031157,0.0572989090146125,0.447939809326183,0.160822622813184,1.32734865643546,0.194836333155421,0.992567444799628,1.6509094132542,0.658341968454574,1.34134386907014,-0.625248819871854,0.183084464912603,-0.906075848153833,-0.215967909382304,0.690107938771528,0.651087831365069,0.283380479758211,0.372672420515995,-0.0228601666505792,1.11764939216542,1.140509558816,0.465778008263938,-0.647265453652524,0.544233082095382,-1.14007053296507,0.541291570134868,1.68136210309994,0.842831515047724,U10,FD,filtered_U10NW_FD.csv
-0.882930842203167,0.228798929807336,-1.21629343924814,-0.448290965658829,0.768002473589306,0.911631221759554,-0.242084355794486,0.10922255667251,-0.400201235229073,0.00650608660032607,0.406707321829399,0.265220643686309,1.52120463990234,0.0855395086098872,1.33982196381607,1.65804522619118,0.318223262375109,1.52356901640297,-0.232683587591437,0.384565368325404,-0.906075848153833,0.391661043990887,1.29773689214472,0.446818580009119,0.176264874591228,0.231319737647428,-0.0228601666505792,0.694097700933355,0.716957867583934,0.289335586369061,-0.62513641856201,0.617111464350588,-1.14007053296507,0.80194503964204,1.94201557260711,0.874916988853024,U10,FD,filtered_U10NW_FD.csv
-0.541420985670796,0.18049187743996,-0.926928887060981,-0.354287736818074,0.572641150242907,0.570253067450328,-0.197847066317551,0.111548549102177,-0.400201235229073,-0.0264119160827499,0.373789319146323,0.226684462718109,1.4422482557527,0.122749225803365,1.24482770534998,1.65804522619118,0.4132175208412,1.44737845138062,0.0649035607779519,0.204495004347562,-0.344633800863764,0.403095284588585,0.747729085452348,0.212969931676434,0.775660131597878,0.491497880319392,0.0184204058976134,1.68269803661176,1.66427763071415,0.916145465034408,0.511853423883453,0.813248858127334,-1.13148754445563,1.53287079443355,2.66435833888918,0.955353502615701,U10,FD,filtered_U10NW_FD.csv
-0.468028934048636,0.110533256041067,-0.730572771264652,-0.354287736818074,0.376285034446578,0.48069910102067,-0.0977567132551033,0.0442026818072266,-0.177620341544033,-0.0231481117756436,0.15447222976839,0.107138872119118,1.32515408159204,0.0512647678947492,1.24071746204294,1.42818052965993,0.187463067616987,1.32612934062175,-0.198584706004244,0.283287533955017,-0.491639283429044,0.403095284588585,0.894734568017628,0.344083315562321,0.815125606051583,0.693138489724838,-0.844953082514468,1.69371140407855,2.53866448659302,1.0663590726117,0.605555807264208,0.890208942394399,-1.51910103925898,1.53287079443355,3.05197183369253,1.07069509712423,U10,FD,filtered_U10NW_FD.csv
-0.716493009997834,0.203692233935517,-1.04113471332588,-0.354406808352076,0.686727904973803,0.744435059294273,-0.118021936859015,0.0407411777606556,-0.16836432887416,-0.0231481117756436,0.145216217098517,0.124748745383952,1.30936557409924,0.0486433747956658,1.21764677174951,1.39109605857325,0.173449286823744,1.31025425791633,-0.402331248327913,0.0632570697467836,-0.493571192191346,-0.256581446243406,0.236989745947939,0.40719448747136,0.00617564471829468,0.723186076822332,-0.908565558698909,1.69371140407855,2.60227696277746,0.717356805950833,-0.586209360866232,0.907751061703501,-1.59767898788649,1.53271841415758,3.13039740204407,1.07441281117776,U10,FD,filtered_U10NW_FD.csv
-0.903714621211449,0.0857576385591887,-1.04766416860059,-0.742674456138493,0.304989712462094,0.907709133065302,-0.101759526811613,0.048624359320438,-0.16836432887416,-0.00655568332619927,0.161808645547961,0.112610813372942,1.2896882921541,0.0478912125978003,1.21362385365666,1.39109605857325,0.177472204916591,1.29056284857703,-0.177084809343748,0.235768325762613,-0.493571192191346,0.292503785337598,0.786074977528943,0.293341393943011,-0.110339260496478,0.380952869575234,-0.908565558698909,0.291946188288746,1.20051174698765,0.393648465010596,-0.711335802699605,0.558310792159451,-1.59767898788649,0.27828030729896,1.87595929518545,0.901488751470147,U10,FD,filtered_U10NW_FD.csv
-0.853608169604555,0.0850712855399249,-1.04766416860059,-0.774172506379983,0.273491662220604,0.857768793462828,-0.0112063606523928,0.0577051469870191,-0.114644809114481,0.0799868194813185,0.1946316285958,0.0583245977405255,1.23284138421616,0.0798320360711397,1.04226527737368,1.33820446083068,0.295939183456993,1.23538181944413,0.0527594445486317,0.152003118853104,-0.24683287377737,0.30455759917478,0.55139047295215,0.15973680438854,0.49824211071873,0.367891515787467,0.106303202265743,1.29624584903036,1.18994264676462,0.617581086044664,0.122373730941139,0.424192476114765,-0.741113290326456,0.649696294709179,1.39080958503564,0.438192127655818,U10,FD,filtered_U10NW_FD.csv
-0.788200399039571,0.012994086413907,-0.809297242926412,-0.762023421044096,0.0472738218823165,0.788305773162132,0.0456180176883418,0.0227866005614404,-0.00310114628045868,0.0818970450127604,0.0849981912932191,0.0509102940377143,1.17026029767443,0.0825485689253083,1.03553777827473,1.33820446083068,0.302666682555951,1.17312127379261,-0.112693227742709,0.22996336527345,-0.466903080409559,0.30455759917478,0.77146067958434,0.254420830367518,0.652021919681023,0.429581996726367,-0.309926271394089,1.31362173455481,1.6235480059489,0.778907448213955,0.0922492374006591,0.563906351906642,-1.24449389140143,0.649696294709179,1.89419018611061,0.566896303150908,U10,FD,filtered_U10NW_FD.csv
-0.610786679860759,0.223385045513548,-0.809297242926412,-0.109972145698762,0.69932509722765,0.649735633911542,-0.0587191272027015,0.139557729673468,-0.364005683442972,0.0818970450127604,0.445902728455733,0.150366754882107,1.24677427506072,0.114369540418259,1.03553777827473,1.41843318658715,0.382895408312421,1.25192472244452,-0.34450176155759,0.0854861865511911,-0.47427989292432,-0.153442005585513,0.320837887338807,0.354783712484929,0.250586729948959,0.457687239750931,-0.35026230506455,1.31362173455481,1.66388403961936,0.518548597083713,-0.85998057426249,0.701438029548432,-1.56036931357366,0.647519043632888,2.20788835720655,1.10618541240179,U10,FD,filtered_U10NW_FD.csv
-0.44985022140461,0.209622808852912,-0.838424488259406,-0.0967274416319316,0.741697046627475,0.495578657972362,-0.183221434290322,0.11220008196081,-0.37237171653831,0.0203876574857585,0.392759374024068,0.214373287217224,1.3197126574803,0.0672368969322729,1.16705391878655,1.42089951275906,0.253845593972519,1.32139675438105,-0.219686904700537,0.189698451626907,-0.47427989292432,0.158066900923107,0.632346793847428,0.28925322351722,0.304035523841018,0.363738996993563,-0.35026230506455,0.867348488597348,1.2176107936619,0.471815312399686,-0.610288575293418,1.11538689307363,-1.56036931357366,1.98538119176412,3.54575050533779,1.26351657375776,U10,FD,filtered_U10NW_FD.csv
-0.46107322790081,0.2320923784864,-0.853969121721111,-0.0539623611504311,0.80000676057068,0.515350922304186,-0.100313683515169,0.122845354758991,-0.37237171653831,-0.00348721437167276,0.368884502166637,0.15783033093766,1.20229515237018,0.109872949126488,1.05982077290157,1.42089951275906,0.361078739857498,1.20722449761326,-0.0740015187670845,0.143613527227503,-0.346948064880989,0.166806035447883,0.513754100328872,0.160525422251329,0.765113313694904,0.184774962707904,0.364882624598522,0.948952609265667,0.584069984667146,0.786758854831361,0.63602944094352,0.969168404289321,-1.54608096661118,2.06978871458841,3.61586968119959,1.15267994209668,U10,FD,filtered_U10NW_FD.csv
-0.502263766853317,0.280251381351576,-1.06312251955778,-0.0381796645351284,1.02494285502265,0.574058307625316,0.0380817993674992,0.0559426668074366,-0.00668204573757464,0.16637464245506,0.173056688192634,0.0673002844277315,1.13271715797498,0.0521589919755888,1.05830138285671,1.25415703803405,0.195855655177336,1.13389807320043,-0.221059413958577,0.173345438196358,-0.363568694895748,0.166806035447883,0.530374730343631,0.280055797911967,0.624567909208344,0.391626591030682,-0.281880229151768,0.948952609265667,1.23083283841744,0.735515280582257,0.159343157301887,1.05710411826119,-1.47385237797125,2.06978871458841,3.54364109255966,1.06058269983568,U10,FD,filtered_U10NW_FD.csv
-0.696270390643671,0.285741270437563,-1.08829484139452,-0.0381796645351284,1.05011517685939,0.751747049282506,0.0184509934515589,0.116236950974472,-0.259048314937705,0.168426599137733,0.427474914075438,0.116762785648042,1.24228663203364,0.101079831318024,1.05830138285671,1.39821987618596,0.339918493329245,1.24632596698148,-0.292772386897528,0.078718264576923,-0.363568694895748,-0.11884956504234,0.244719129853408,0.303005430822672,0.0995412288864341,0.360747600457289,-0.313240045767763,0.943359733145738,1.2565997789135,0.371413885142823,-0.934792571339617,0.397452592881801,-1.50864882562282,-0.0232316406492147,1.4854171849736,1.01452345214998,U10,FD,filtered_U10NW_FD.csv
-0.646538536787116,0.234815501343119,-1.08829484139452,-0.307535184571235,0.780759656823284,0.687212537345774,-0.159260509908136,0.147774928187125,-0.277252129001158,0.168426599137733,0.445678728138891,0.216446581894176,1.30125604230317,0.0676724634461454,1.14889431916213,1.40043040897951,0.251536089817379,1.30298618029171,0.0362629804026131,0.325443598978496,-0.344505817601069,0.706857594727454,1.05136341232852,0.324838816989557,0.105073921188438,0.282575908777906,-0.313240045767763,0.642469910886039,0.955709956653802,0.299335570409939,-0.441155652909904,0.813031391597341,-1.50864882562282,1.18562100727316,2.69426983289598,0.919226163796833,U10,FD,filtered_U10NW_FD.csv
-0.431125046620538,0.0780589085293193,-0.584561578098584,-0.301395951074129,0.283165627024455,0.438022512794331,-0.274940120375504,0.00147521981690429,-0.277361952018972,-0.27080309718079,0.0065588548381818,0.274944014236388,0.796090160729708,0.596399780340149,-0.506356140533021,1.40043040897951,1.90678654951253,0.991824209727003,1.78908764795545,1.8516894768088,-0.10767656121889,5.82427875507304,5.93195531629193,2.56403706058129,-0.368884635242022,1.03820381998407,-2.83455428739214,0.642469910886039,3.47702419827818,1.09387297780081,1.06446226720135,0.961965983532291,-0.699545894581428,2.53494212566072,3.23448802024215,1.42952195199262,U10,FD,filtered_U10NW_FD.csv
-0.576517229131546,0.188888553019281,-0.937166544849326,-0.301395951074129,0.635770593775197,0.606197603964821,-0.200536176314589,0.0977639418918923,-0.277361952018972,0.021644898649317,0.299006850668289,0.222751854018678,0.169001246201647,0.450517712208636,-0.54429626883603,1.13211843935406,1.67641470819009,0.477759334496914,3.72047359529571,1.39459828743986,0.75966472943156,5.94115997749841,5.18149524806685,3.96931464248996,-1.1969357797995,1.01580200326717,-2.91013021081313,0.637460459936106,3.54759067074923,1.56456580847026,2.04569129022277,0.352382270629571,1.24492643419898,2.56564217594063,1.32071574174165,2.07533691841979,U10,FD,filtered_U10NW_FD.csv
-0.646742722916304,0.207192653545311,-0.943294950801238,-0.161727904135632,0.781567046665606,0.67861074659776,-0.0472289803035856,0.100929681361304,-0.271782785375376,0.0322290005947896,0.304011785970165,0.110693603812752,0.4261627444338,0.484582175772988,-0.54429626883603,1.03604735090404,1.58034361974007,0.642376176643399,2.50889155747019,1.93141993168794,-0.549214625329247,5.94115997749841,6.49037460282766,3.15669959493939,-0.216346250487543,1.31502947235849,-2.91013021081313,1.3431785242342,4.25330873504733,1.32220128469631,1.62785239997358,0.681201349768212,0.295841878573452,2.56564217594063,2.26980029736718,1.76251362407305,U10,FD,filtered_U10NW_FD.csv
-0.547668544200003,0.237562047590564,-0.943294950801238,-0.145100177848268,0.798194772952971,0.596209952205651,0.0334075549603189,0.0024093532755741,0.0296912208571885,0.0389949933572698,0.00930377250008129,0.0334929258631111,0.982101269475484,0.176852488773326,0.627898269986308,1.21323185976131,0.585333589774998,0.997644847493146,0.235998721176267,0.864180047349538,-0.625079261085972,2.24620964528085,2.87128890636683,0.889076641214153,0.590791650180928,0.570267928666204,-0.76539719326469,1.35557877893292,2.12097597219761,0.817921166262344,0.360246523604587,0.806993254549814,-0.912822325662497,1.80626650348775,2.71908882915024,0.877788032572571,U10,FD,filtered_U10NW_FD.csv
-0.758755841502262,0.279111803092504,-0.993249779457856,-0.145100177848268,0.848149601609588,0.807686399049724,-0.0172111811521877,0.0702590127530636,-0.179624481101267,0.0389949933572698,0.218619474458536,0.0717839496131202,1.26541990541271,0.159325962701395,1.04811521423876,1.58181269138723,0.533697477148474,1.27525011968397,-0.376264364789673,0.155968701611201,-0.642084695037854,-0.11190380290331,0.530180892134544,0.40682766554107,0.014244074071679,0.586504566400399,-0.816914967651919,1.35557877893292,2.17249374658484,0.581929817808421,-0.737413947400241,0.483875866456624,-1.34246111446637,0.247554520154594,1.59001563462096,0.879851577946743,U10,FD,filtered_U10NW_FD.csv
-0.936913257331618,0.059544752975793,-0.993249779457856,-0.797026770578084,0.196223008879772,0.938773051719688,-0.0356605424619067,0.0969973028077671,-0.183364433146858,0.183185596044001,0.366550029190859,0.1026079987897,1.38256152527886,0.124094396283323,1.13874145481646,1.58898195111701,0.45024049630055,1.38803004745628,-0.248055266591086,0.282680082497399,-0.650224957366753,0.41470975402677,1.06493471139352,0.374366939173633,-0.0237414440726466,0.347511717497543,-0.816914967651919,0.310667730701325,1.12758269835324,0.345514452898213,-0.664638773758584,0.694721556593826,-1.34246111446637,0.981502321129015,2.32396343559538,0.957391380911715,U10,FD,filtered_U10NW_FD.csv
-0.785358464858026,0.12811690218137,-0.992847548463274,-0.558336567680308,0.434510980782966,0.795573452278852,0.0907992208006371,0.121601512900798,-0.183364433146858,0.194684032802678,0.378048465949536,0.150973267832513,1.2124308921245,0.18396684245453,0.993314505686388,1.58898195111701,0.595667445430621,1.22608588588757,-0.0614603115651465,0.301480494558899,-0.650224957366753,0.438555758221211,1.08878071558796,0.305289834214294,0.446469810843606,0.316223312984,0.140242686285525,1.19961602277947,1.05937333649394,0.545636891960303,0.315756394766946,0.714231309636357,-1.33917387658801,1.04336325662302,2.38253713321103,0.775629176814439,U10,FD,filtered_U10NW_FD.csv
-0.778584850641303,0.18090620113575,-1.21397166367457,-0.555968399140108,0.658003264534466,0.798995348893929,0.158442290150468,0.0298973000379955,0.0967345165166175,0.194684032802678,0.0979495162860608,0.161193644246903,1.06228927062772,0.0425707571813052,0.990645836907867,1.14114011555859,0.150494278650718,1.06312818310244,-0.142668187124623,0.250832621734731,-0.470482497521757,0.438555758221211,0.909038255742968,0.28680380986767,0.420290092393235,0.557177478391685,-0.88276220982912,1.21592400557118,2.0986862154003,0.694322186501206,0.304591842359311,0.622413119060166,-0.990817528040181,1.04336325662302,2.0341807846632,0.688422780642223,U10,FD,filtered_U10NW_FD.csv
-0.856562006134166,0.221708429984245,-1.22718134457486,-0.428420203053833,0.798761141521023,0.884341722242716,0.0626178068669133,0.0853922987785003,-0.111903525633069,0.170928940896904,0.282832466529973,0.10533386933585,1.11869431195359,0.0636584801640325,0.990645836907867,1.19819222688456,0.20754638997669,1.1204749012673,-0.18040610746049,0.13285921240156,-0.470482497521757,-0.0676347671288951,0.402847730392862,0.223412692526438,-0.105112708315763,0.57951697569273,-0.933605850063745,1.21592400557118,2.14952985563492,0.584355913446404,-0.65647954582101,0.560095472138484,-1.17544071945135,0.565634128137009,1.74107484758836,0.860007292219235,U10,FD,filtered_U10NW_FD.csv
-0.663367105580942,0.243270553855371,-1.22718134457486,-0.407578465912516,0.819602878662339,0.705890893793346,-0.0163248828790938,0.0594937894194036,-0.116392763809596,0.09346833233177,0.209861096141366,0.0612284565682547,1.2044486873254,0.0378656937074112,1.14559020751051,1.27384647606853,0.128256268558016,1.20503415934148,-0.108089865035784,0.0452179409899842,-0.213087594494255,-0.0676347671288951,0.14545282736536,0.117026076959158,0.120935773004351,0.590791270617884,-0.933605850063745,1.04802747965966,1.98163332972341,0.598356249015825,-0.511608598957119,0.800778696164983,-1.17544071945135,1.34208058524134,2.51752130469269,0.94480008094219,U10,FD,filtered_U10NW_FD.csv
