AccX_mean,AccX_std,AccX_min,AccX_max,AccX_range,AccX_rms,AccY_mean,AccY_std,AccY_min,AccY_max,AccY_range,AccY_rms,AccZ_mean,AccZ_std,AccZ_min,AccZ_max,AccZ_range,AccZ_rms,GyroX_mean,GyroX_std,GyroX_min,GyroX_max,GyroX_range,GyroX_rms,GyroY_mean,GyroY_std,GyroY_min,GyroY_max,GyroY_range,GyroY_rms,GyroZ_mean,GyroZ_std,GyroZ_min,GyroZ_max,GyroZ_range,GyroZ_rms,UserID
-1.13837877305167,0.101220163412884,-1.31269992130394,-0.967858741549577,0.344841179754365,1.15690613298586,-0.576319130830825,0.0345417917309057,-0.637691943836467,-0.521355514039051,0.116336429797416,0.578249795028773,1.16651971945773,0.0694138815406486,1.04252745343347,1.27482887066784,0.232301417234371,1.17437362480365,-0.19448371525885,0.280501036361268,-0.674094198738755,0.272024812715616,0.946119011454371,0.527555426063614,0.00551295413175356,0.302328851165657,-0.472899976512545,0.554995877205675,1.02789585371822,0.498996502619579,-0.110404295054448,0.248697881662201,-0.547675023849874,0.304176524096023,0.851851547945897,0.45701695117968,U1
-0.293539537838166,0.267358060565424,-0.763284345477694,0.177160811916733,0.940445157394428,0.631620718754163,-0.0568895305736341,0.109357245553946,-0.247010072838009,0.124155108088386,0.371165180926396,0.181219440670038,1.3286936426059,0.149984005268444,1.05989026343134,1.56526344567011,0.505373182238771,1.35743121000814,0.260725592338017,0.435618397890456,-0.397242505742199,1.06222232804183,1.45946483378403,0.70223212513713,0.455227947374129,0.419035569752964,-0.248844427236662,1.18005992786387,1.42890435510053,0.708711300581332,0.0974451715386047,1.02996549886986,-1.59248103692552,1.90707550255439,3.49955653947991,1.32366793741173,U10
-0.339712026364426,0.13133308856762,-0.565441054628034,-0.121136199449476,0.444304855178558,0.40657414728612,2.0009294570257,0.0363821752913403,1.94099738892236,2.06444328810904,0.123445899186676,2.00141817779118,-0.645780954996481,0.0759478499656537,-0.781178785253047,-0.52491147301786,0.256267312235187,0.653185384326948,-0.0116055850879722,0.292883963019206,-0.479938572322316,0.505318959598168,0.985257531920483,0.508141781874923,0.410925727244135,0.382418765942971,-0.183828470196219,1.10321418308025,1.28704265327647,0.787389003294849,0.110872438740721,0.283935720549853,-0.357789910335557,0.59179876673944,0.949588677074997,0.660217759448875,U2
-0.953341435354754,0.133275993695326,-1.17860164716455,-0.727486203304242,0.451115443860303,0.966651104845413,1.82603430039229,0.0303044138806664,1.77377357668958,1.8769304623315,0.103156885641914,1.82641628242312,0.181133692692496,0.0561791076149015,0.0817079307153458,0.272417073773661,0.190709143058315,0.233194311950633,-0.417484417574075,0.284609458772618,-0.92609920507451,0.0296753551868738,0.955774560261384,0.546988938876669,-0.689462005231783,0.29625735531638,-1.22238786961795,-0.219992101954825,1.00239576766312,0.776686415234307,0.112445750540974,0.240083317955077,-0.300100929995789,0.521061514861563,0.821162444857353,0.388648720886661,U3
-0.0912837563916986,0.0993539784748107,-0.262683540938597,0.0765049576231827,0.33918849856178,0.212396005862611,-0.963066787342306,0.042292986093869,-1.03760286323806,-0.895139939874278,0.142462923363785,0.964400486320312,0.0104876698412622,0.118001205126842,-0.205567908558463,0.186597628635671,0.392165537194135,0.249182907065626,0.102448784899501,0.337369156518782,-0.432289773857451,0.706853072138732,1.13914284599618,0.580085166747593,0.016469615273745,0.387365195626955,-0.646022202352096,0.661830085231644,1.30785228758374,0.817194392593157,-0.0737327464061258,0.384433956957821,-0.704641045704652,0.58422587994901,1.28886692565366,0.811010736349128,U4
-0.539177178045668,0.146140587321463,-0.78887658997182,-0.286368109370756,0.502508480601064,0.619265688106466,-0.187221321606678,0.0320762064532437,-0.242652605931565,-0.133890383671083,0.108762222260481,0.19154819597977,0.94521612358964,0.0942072798445003,0.774771432955844,1.09911704150343,0.32434560854759,0.954155615211839,-0.0376474716246756,0.343227537495205,-0.606378072858279,0.560724037222004,1.16710211008028,0.606201814744657,-0.00269741455650358,0.349153842095491,-0.592194702300082,0.599363485395519,1.1915581876956,0.568861018748219,0.0354051710383814,0.496200699158293,-0.779744674593644,0.879390193653668,1.65913486824731,0.881030367237117,U5
-0.797176779702018,0.149433899101257,-1.05141607007915,-0.547363244476422,0.504052825602732,0.814103277760551,-0.540545572067914,0.0278296265949714,-0.586850411409157,-0.49214500547219,0.0947054059369667,0.542315099996661,0.906319524187632,0.0501772666556345,0.816601919586336,0.98564022851346,0.169038308927125,0.911196783184663,-0.0173041475168011,0.238375087365873,-0.399230327467411,0.40548743334982,0.804717760817231,0.508032535248346,-0.632757146152381,0.249381651553861,-1.07690382133705,-0.230542338638952,0.846361482698098,0.710779766132949,0.0646261944595252,0.412681487418475,-0.613936352350261,0.76486012094673,1.37879647329699,0.889409136790666,U6
0.524647674945054,0.178426945361906,0.223367885691134,0.825907490451987,0.602539604760852,0.605759907233509,-0.548917570165591,0.0423460077106524,-0.622452629475096,-0.477064160805977,0.145388468669119,0.551608127991561,-0.991363372297648,0.0837635438780724,-1.14188391481605,-0.858446770654769,0.283437144161285,0.998627589860587,0.150536147126846,0.381959703151332,-0.483736547426855,0.811954087966151,1.29569063539301,0.628953932301436,0.00946057600977791,0.51532148516362,-0.861979891419313,0.889187828319445,1.75116771973876,1.07722386310612,-0.193283407480581,0.356787777099455,-0.78138198280673,0.425528735998571,1.2069107188053,0.714596941236125,U7
0.596112598743579,0.170283236331286,0.31105675787414,0.882410408306133,0.571353650431993,0.67925609874149,-0.475755753118483,0.028579402778734,-0.524322528722663,-0.426870494947778,0.0974520337748852,0.477175914402534,-1.18298000770348,0.0733666130544533,-1.31479238112401,-1.06730004758852,0.247492333535489,1.18698235594269,-0.0641705381344768,0.336219494316337,-0.619548681917861,0.514884867601506,1.13443354951937,0.619884509272118,-0.148811986845018,0.380684524900865,-0.786751743940296,0.501346156037219,1.28809789997751,0.76928891450672,0.013633439565424,0.31227341590825,-0.496516082999642,0.556698861554399,1.05321494455404,0.657319274328408,U8
0.887326781706918,0.200527505555005,0.541331334677073,1.2243487804796,0.68301744580253,0.94219254849147,-0.499426505356706,0.0459090241601157,-0.577434571388047,-0.42260685025063,0.154827721137417,0.502306927505158,-1.06790570885387,0.0772122390337443,-1.2011098566084,-0.942674149585155,0.258435707023248,1.07239078303744,0.107219394608581,0.328977726036049,-0.415205007682902,0.694292461860388,1.10949746954329,0.587700848421847,-0.289896268668652,0.478195401894335,-1.07907780181311,0.524870605793459,1.60394840760656,0.96355263636519,-0.0667727703806425,0.521192292225067,-0.892632179162663,0.843995201697252,1.73662738085991,1.00947673301318,U9
