Time,AccX_f,AccY_f,AccZ_f,GyroX_f,GyroY_f,GyroZ_f,AccX_f_z,AccY_f_z,AccZ_f_z,GyroX_f_z,GyroY_f_z,GyroZ_f_z
0,0.973540892407652,-0.254692143292741,0.265182719532952,1.86066157696888,1.11840802646038,-4.47020249236668,-0.524159964434015,-0.518993131993541,0.591218430957276,-0.0890667732573198,-0.00172773032158066,-0.371863717604027
0.032258064516129,0.973074037905452,-0.254775402664425,0.265469670924532,1.80072759435643,0.972456642658731,-4.37715135624782,-0.529806647131626,-0.519300982551352,0.593118494833187,-0.0925621734402116,-0.0219693850976098,-0.364312769077025
0.0645161290322581,0.97260612753393,-0.254858852555455,0.265757273509627,1.74065744906334,0.826174489127059,-4.28389013959543,-0.53546610074395,-0.519609537552227,0.595022870621535,-0.0960655147449522,-0.0422569135509628,-0.356744772856019
0.0967741935483871,0.972138485672291,-0.254942254017658,0.266044710515291,1.68062192451719,0.679976444781548,-4.19068235037513,-0.541122306684671,-0.519917913488078,0.596926150016888,-0.0995668369386658,-0.0625327770987465,-0.34918111218433
0.129032258064516,0.971671185137341,-0.255025590806018,0.266331933939855,1.6206312694593,0.533886269380767,-4.09754195728405,-0.546774384222431,-0.520226050293147,0.598828015173647,-0.103065542306154,-0.0827936805558246,-0.341622920599037
0.161290322580645,0.971203527984897,-0.255108997403294,0.266619382742068,1.56059311640811,0.387682709174506,-4.00433152282309,-0.552430775107975,-0.52053444521587,0.600731372680475,-0.106567017796489,-0.103070309085386,-0.334059045270366
0.193548387096774,0.970735937050793,-0.255192391639217,0.266906790293497,1.500563616845,0.2415000192704,-3.9111341945441,-0.558086365071706,-0.520842794432635,0.602634457043048,-0.110067988608133,-0.123344043161738,-0.326496233487069
0.225806451612903,0.970268481439498,-0.255275749773879,0.267194102751873,1.44055479728496,0.0953632900715365,-3.81796183763386,-0.563740318283599,-0.521151010165407,0.60453691174192,-0.113567753344637,-0.14361140305578,-0.318935448089779
0.258064516129032,0.969800900371512,-0.255359147469945,0.267481509437189,1.38052512183167,-0.0508179097877882,-3.72476734808671,-0.569395788914995,-0.52145937217601,0.60643999036948,-0.117068734414345,-0.16388493048132,-0.31137286666496
0.290322580645161,0.969333332113578,-0.255442544314744,0.267768909675471,1.32049669469062,-0.196995542373774,-3.63157565170513,-0.575051104606685,-0.521767731039064,0.608343026307661,-0.120569642681434,-0.184157963170095,-0.303810511900989
0.32258064516129,0.968865830197912,-0.255525892226095,0.26805623219125,1.26048703827906,-0.343141102956098,-3.53839097646006,-0.580705617877633,-0.522075908971263,0.610245547602161,-0.124069456223821,-0.204426547867976,-0.296248726890839
0.354838709677419,0.968398267285461,-0.255609297865042,0.268343638851502,1.2004566036907,-0.489320041985962,-3.44520197417866,-0.586360868914819,-0.522384300350576,0.612148626063758,-0.127570481566923,-0.224699761744385,-0.288686590748721
0.387096774193548,0.967930699517071,-0.255692717448015,0.26863106151763,1.14042193106388,-0.635504492674687,-3.35201419107125,-0.592016178685393,-0.522692743287763,0.614051810509112,-0.131071754075986,-0.244973740019822,-0.281124553540592
0.419354838709677,0.967463204432497,-0.255776010629012,0.268918326547683,1.08042794059011,-0.781631573769796,-3.25882193280645,-0.597670609333148,-0.523000718855115,0.615953951158825,-0.134570653967729,-0.265239761841005,-0.27356215318071
0.451612903225806,0.96699563624555,-0.255859442291559,0.269205761428824,1.02038989702821,-0.927819823335672,-3.16563607100682,-0.603325924166239,-0.523309206456386,0.617857216486537,-0.138072123072556,-0.285514266973796,-0.266000271883586
0.483870967741935,0.96652803655067,-0.25594294344121,0.269493279270251,0.960330156637762,-1.07403742768415,-3.07245460778082,-0.60898162009301,-0.523617950985416,0.619761031140187,-0.14157485755464,-0.305792843252471,-0.258438747523565
0.516129032258065,0.966060609113498,-0.256026071411473,0.269780350218315,0.900387175170838,-1.2200965855409,-2.97925023441018,-0.614635232534209,-0.523925315688001,0.621661886665705,-0.145070782558279,-0.326049444959186,-0.250875364042527
0.548387096774194,0.965593018542935,-0.256109557261811,0.270067848846834,0.840332386337917,-1.36630716585346,-2.88606829885084,-0.620290818100851,-0.524234003647999,0.623565574100065,-0.148573228261371,-0.346327047090809,-0.243313801353424
0.580645161290323,0.965125301584362,-0.25619332543009,0.270355683829315,0.780189575433867,-1.51263659439424,-2.79290460291754,-0.625947932351452,-0.524543735475298,0.625471488720044,-0.152080807485548,-0.36662113200419,-0.235753718780342
0.612903225806452,0.96465808161736,-0.256275983430726,0.27064219610603,0.720392886642663,-1.65849865114213,-2.69966921179607,-0.631599035406508,-0.524849362470658,0.62736864497356,-0.155568200577521,-0.386850398220842,-0.228187818259214
0.645161290322581,0.964190454147984,-0.256359553139558,0.270929794381147,0.660312006107989,-1.80474437558415,-2.60649283081375,-0.637255067270418,-0.525158360496461,0.629272992223159,-0.159072167970564,-0.407132874409274,-0.220626706315012
0.67741935483871,0.963722359073043,-0.256444171030622,0.271218640756545,0.599904451975759,-1.95143093764801,-2.51338453858381,-0.642916754901254,-0.525471234163869,0.631185603835041,-0.162595187242071,-0.427476489332545,-0.21307111966245
0.709677419354839,0.963255722990896,-0.256525517648457,0.271503591965908,0.540516364348176,-2.09674172778929,-2.42006373732975,-0.648560795772068,-0.525772012336584,0.633072423398196,-0.166058750371145,-0.44762930167771,-0.205498288247819
0.741935483870968,0.96278808697856,-0.25660910691013,0.271791213487159,0.480429411487809,-2.24299564753886,-2.32688864334697,-0.654216930964498,-0.526081082658789,0.634976924573307,-0.16956307190732,-0.467912914454107,-0.197937280741538
0.774193548387097,0.962318808627402,-0.256696379707268,0.272083220724129,0.419194536583036,-2.39079853849233,-2.23395302252665,-0.659892930517592,-0.526403772810507,0.636910465997923,-0.17313434122085,-0.488411350410323,-0.190395706093348
0.806451612903226,0.961853767327281,-0.256774148110486,0.272363911722744,0.360921475644403,-2.53460473422219,-2.14039954627511,-0.665517682235083,-0.526691320576319,0.638769076349401,-0.176532875057316,-0.508355494088836,-0.18280399348067
0.838709677419355,0.961386454127507,-0.256857013680832,0.272650671631695,0.301060079484123,-2.68055433721488,-2.04717738142648,-0.671169912955991,-0.526997715058266,0.640667872312917,-0.180024041937378,-0.528596901888651,-0.175239166250097
0.870967741935484,0.96091338481118,-0.256952790683084,0.272952804082951,0.237175077885112,-2.83193324770884,-1.95479468763284,-0.676891764862069,-0.527351849409419,0.642668458381557,-0.183749868864602,-0.54959128759968,-0.167742460731848
0.903225806451613,0.960452816984938,-0.257020523072683,0.273221545985001,0.182029427353529,-2.9715192822028,-1.86058874832545,-0.682462409170439,-0.527602289131676,0.644447947155657,-0.186966009500544,-0.568950147023867,-0.160097801802166
0.935483870967742,0.959988016238049,-0.257097753653169,0.273501596863776,0.12392412635624,-3.11509936091563,-1.76700016244442,-0.688084251356659,-0.527887848304197,0.646302318919626,-0.19035475943639,-0.588862931064133,-0.152503240100094
0.967741935483871,0.959498008928665,-0.257231527549947,0.273848969166149,0.0481983843808557,-3.28245608022332,-1.67708779900564,-0.694010971100311,-0.528382475730643,0.648602463064586,-0.194771148283131,-0.612073241569162,-0.145206997876891
1,0.959069700130376,-0.257226889744069,0.274031545334604,0.0156047018917687,-3.3916101936042,-1.57817701908698,-0.69919143711089,-0.528365327497385,0.649811400858452,-0.196672039209572,-0.627211569297812,-0.137180548774997
1.03225806451613,0.958782193734731,-0.256906384870317,0.273838043252183,0.0814422232647926,-3.36794113679359,-1.45873090805699,-0.702668874689602,-0.527180264456794,0.648530116545115,-0.19283233968991,-0.623928963375516,-0.127487690914712
1.06451612903226,0.958556380016148,-0.256447466135466,0.273479741155976,0.190411211432428,-3.28606848027259,-1.3302871278171,-0.705400129098839,-0.52548341777568,0.646157600189932,-0.186477176816226,-0.612574236851329,-0.11706468681548
